image_width,image_height,n_bboxes,n_segmentations,n_pdf_cells,bbox_area_frac_mean,bbox_area_frac_median,bbox_aspect_ratio_mean,bbox_aspect_ratio_median,bbox_width_mean,bbox_height_mean,cell_chars_mean,cell_words_mean,category_ids
1025,1025,12,12,70,0.0396898984483549,0.020913959059755745,5.30127592500802,3.0839726191622994,265.3967010421137,116.05179082010959,36.857142857142854,5.5,"[8, 8, 10, 4, 4, 4, 4, 4, 4, 4, 5, 7]"
1025,1025,13,13,138,0.024837782133734096,0.009676650315273594,15.191404919555456,9.312568962752552,426.1679312339012,47.11657708062221,22.471014492753625,2.7971014492753623,"[8, 10, 8, 8, 10, 10, 9, 9, 9, 5, 10, 8, 8]"
1025,1025,11,11,95,0.06281093880348672,0.06292228866523197,4.916672207976415,3.6210221796806525,430.7667793946406,153.07354489011198,30.48421052631579,4.442105263157894,"[6, 8, 10, 10, 10, 10, 10, 10, 10, 7, 7]"
1025,1025,9,9,169,0.07103930543208431,0.017471308427970338,20.668826990910823,13.376373235735805,665.2193353646221,86.54459209861758,17.668639053254438,2.78698224852071,"[8, 8, 5, 10, 10, 10, 10, 9, 9]"
1025,1025,10,10,55,0.020412961837847486,0.0017543744318299903,7.580364253425914,6.67526016090563,241.71057775673407,46.64773666982325,21.927272727272726,3.7454545454545456,"[8, 8, 10, 10, 8, 8, 10, 10, 8, 5]"
1025,1025,11,11,87,0.045953106205788366,0.03971750355055909,5.017417521069678,3.779464111092214,350.13932549762325,122.89364083735077,54.94252873563219,8.666666666666666,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 8]"
1025,1025,5,5,219,0.11269560295747968,0.004298194657258846,22.81924290652827,20.689059745458877,409.13064764931784,149.38539015824443,12.182648401826484,1.8858447488584476,"[8, 10, 9, 10, 5]"
1025,1025,15,15,127,0.026468264905303445,0.005061783471908999,22.951244053297817,21.105826194293343,461.54785374051613,40.44364329576721,22.055118110236222,3.661417322834646,"[6, 8, 10, 8, 10, 8, 9, 10, 9, 10, 8, 10, 8, 10, 5]"
1025,1025,13,13,99,0.03727400480718896,0.03946273953936814,4.2152772309287165,2.7934737251703026,321.20660152985994,113.62253532664788,55.303030303030305,8.666666666666666,"[10, 10, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 5]"
1025,1025,7,7,18,0.01971367216065593,0.0019194932211322822,2.9745456017258745,3.0490270731819433,137.84499695560518,59.795724771825405,8.944444444444445,1.5555555555555556,"[10, 10, 10, 10, 10, 10, 8]"
1025,1025,24,24,156,0.018163398752433956,0.012602562648547833,3.5612550284510682,1.9213804034197264,158.89111925551472,100.6976294954756,51.782051282051285,8.10897435897436,"[5, 5, 6, 6, 6, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,4,4,166,0.1545148320473039,0.003667083741983422,19.251793599084017,11.849698435193286,405.39973128202195,193.53159518121376,12.789156626506024,1.9578313253012047,"[6, 10, 9, 5]"
1025,1025,33,33,117,0.011444334844926204,0.00935401694890077,6.222173681405738,4.708684554162223,203.63873341255697,53.4694700786272,22.22222222222222,3.282051282051282,"[5, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,5,5,109,0.04486232717180684,0.004489509412620337,25.203687905374785,19.64198394839731,408.23566984255933,69.53460789390705,11.605504587155963,1.7155963302752293,"[8, 10, 10, 9, 5]"
1025,1025,15,15,25,0.0074267953726098535,0.004649263384459417,17.866074828709195,11.480388704276521,317.0657072864073,23.956283082176174,36.0,6.04,"[10, 4, 4, 10, 4, 4, 10, 7, 1, 10, 10, 7, 1, 5, 8]"
1025,1025,10,10,81,0.041047258503519,0.041417486276310984,16.647657168789987,11.067101052399872,619.6112114142272,63.24705502887974,30.037037037037038,4.728395061728395,"[10, 10, 10, 10, 10, 10, 8, 10, 9, 9]"
1025,1025,16,16,70,0.037346589675449474,0.005148221474716641,3.459694484841733,0.7621933429296297,135.3305536299291,149.79025090318044,29.87142857142857,5.014285714285714,"[10, 10, 10, 6, 8, 6, 7, 7, 7, 1, 1, 1, 7, 10, 10, 10]"
1025,1025,12,12,106,0.045873264750659844,0.03897895790469941,1.7811808798533926,1.3405073610344438,227.72803344425157,195.85952631655093,56.4811320754717,8.528301886792454,"[5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,5,5,69,0.04319846331584154,0.0032512566992221985,7.823561848858789,2.1284803789583755,206.17454124945442,113.88700679805747,10.028985507246377,1.5942028985507246,"[9, 6, 6, 6, 10]"
1025,1025,6,6,78,0.06937533777281948,0.060066362631804246,12.963392223913837,3.4504774602218697,441.8736341537913,136.39487487346653,22.55128205128205,3.5384615384615383,"[5, 10, 10, 10, 7, 6]"
1025,1025,14,14,58,0.021739087758391323,0.016388576664727532,11.114594988775904,9.520914403508263,395.231040030929,52.54074289772727,37.43103448275862,5.810344827586207,"[8, 10, 10, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6]"
1025,1025,13,13,49,0.033986974482117176,0.003941922227492782,13.563977734498062,11.393544833561915,324.2721840814956,77.7966181612344,35.97959183673469,5.612244897959184,"[6, 6, 8, 8, 8, 8, 10, 10, 10, 10, 10, 1, 7]"
1025,1025,10,10,41,0.06510823522332526,0.022014168238237146,8.677563750740605,2.528405049648312,279.9909926687211,151.2760918773773,36.34146341463415,5.682926829268292,"[6, 10, 10, 10, 10, 10, 1, 5, 5, 7]"
1025,1025,12,12,62,0.02631800038966639,0.023029611857753787,8.879181094673246,3.6976845448661697,328.8853802512943,71.4188570118322,53.435483870967744,7.741935483870968,"[8, 8, 10, 10, 10, 10, 10, 10, 10, 7, 1, 5]"
1025,1025,18,18,110,0.03421733143551178,0.03348524587633259,12.420999902666118,4.197158799447184,384.6852559033535,86.76314087852734,59.90909090909091,9.290909090909091,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 6, 5, 5]"
1025,1025,5,5,170,0.08911548790878684,0.0027700534155954705,17.56148880032648,17.22873380005906,397.73279869626674,125.72503235196726,7.0588235294117645,1.4176470588235295,"[6, 9, 10, 5, 6]"
1025,1025,9,9,140,0.0487883505643077,0.016031985749281642,18.592891532222048,19.841661174567115,529.3786922743489,63.687219612178396,19.235714285714284,3.25,"[6, 6, 8, 5, 10, 4, 4, 4, 9]"
1025,1025,12,12,25,0.01663342133525215,0.009260379573148448,13.125043891991053,11.227832765213076,380.1754573826945,35.533503766973055,60.6,8.4,"[6, 6, 8, 8, 10, 10, 10, 7, 1, 7, 1, 5]"
1025,1025,3,3,36,0.05977239694939143,0.023464301406787593,27.114962036332027,16.641363775072303,583.0516063157746,91.86070279694722,25.694444444444443,4.083333333333333,"[9, 10, 10]"
1025,1025,9,9,50,0.0788652578174836,0.05647530736969364,4.835302000437274,4.241387130990389,518.4338882312246,191.6257674450728,53.3,8.3,"[10, 10, 10, 10, 10, 7, 7, 7, 7]"
1025,1025,22,22,137,0.02383023491782197,0.018685557678021825,9.369712103630233,6.626225190167521,314.70932947412405,77.20095260582407,32.043795620437955,4.795620437956204,"[6, 8, 8, 8, 8, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 9, 10, 9, 10]"
1025,1025,10,10,53,0.031547654715956865,0.016808087716841107,4.684197080099775,3.3357054327144473,214.6515714054925,135.72898923657945,24.245283018867923,4.320754716981132,"[1, 7, 10, 10, 10, 10, 10, 4, 4, 4]"
1025,1025,4,4,4,0.2225776260444745,0.004563762751306392,14.955497471088538,16.432557418885693,447.6691864402273,240.126773736284,22.75,3.25,"[11, 10, 11, 7]"
1025,1025,21,21,94,0.019915551273124804,0.01761904830099283,8.910193944530322,5.619851599163683,271.5942781372549,63.91690571202352,43.03191489361702,6.691489361702128,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8]"
1025,1025,12,12,103,0.041934004953090215,0.04772844570237134,3.04943925240102,2.3386319714904973,302.0145826011714,127.28178662896516,54.679611650485434,8.74757281553398,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 5]"
1025,1025,16,16,148,0.026168652915691298,0.020977683664287282,16.814210897594513,6.940392928124606,418.14570816200626,65.73115379363904,21.074324324324323,3.6013513513513513,"[4, 4, 4, 4, 8, 6, 10, 10, 10, 10, 10, 10, 8, 8, 9, 9]"
1025,1025,7,7,38,0.07637355904970546,0.06312134206342694,8.317257395068632,6.58104207084948,681.7608598568594,103.80014335317459,73.76315789473684,11.210526315789474,"[10, 10, 10, 10, 10, 10, 5]"
1025,1025,14,14,78,0.03479327037018899,0.02683102153118192,23.10254764285875,20.587954573321298,666.3729259977918,45.42897858028727,44.01282051282051,6.782051282051282,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 8, 8, 9, 9]"
1025,1025,3,3,1,0.22503599110740669,0.008077824527693702,8.362420810975502,6.365659777424481,468.8081072150923,252.6782894681498,18.0,3.0,"[11, 7, 7]"
1025,1025,15,15,84,0.035752974632785345,0.0316824862820846,18.289525797965208,18.541224852321342,704.9945224091385,48.96064962397332,56.30952380952381,8.916666666666666,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 9]"
1025,1025,14,14,63,0.02515666810367204,0.011625627795381278,12.56605312898906,13.467030151609915,413.39363337034814,55.734819086651065,41.3968253968254,6.634920634920635,"[6, 10, 10, 4, 4, 4, 10, 4, 4, 4, 10, 10, 10, 10]"
1025,1025,9,9,188,0.055098354246319835,0.03759816118271458,7.844304021141877,3.510634588336733,334.9216669755631,143.49151162189682,21.090425531914892,3.4574468085106385,"[6, 10, 10, 10, 10, 10, 9, 9, 5]"
1025,1025,1,1,12,0.9960703130841002,0.9960703130841002,1.0012886597938144,1.0012886597938144,1023.6429799905011,1022.3255501578234,44.333333333333336,8.916666666666666,[7]
1025,1025,15,15,126,0.020555552442360285,0.007136445667401802,13.46306267429368,6.986519847882685,242.61163438843812,105.41669865673371,10.738095238095237,3.1587301587301586,"[8, 8, 9, 10, 10, 10, 10, 10, 7, 7, 7, 7, 7, 7, 10]"
1025,1025,7,7,435,0.09324614056301186,0.010049321686575016,20.367338729702727,13.641121273769865,439.17383846242,129.44766780239001,6.204597701149425,1.393103448275862,"[6, 10, 10, 10, 2, 9, 8]"
1025,1025,11,11,76,0.02309610874411997,0.014309876138817863,21.55440313132806,19.05068154395175,467.8654799654715,40.80987933979539,16.855263157894736,3.3421052631578947,"[8, 8, 8, 9, 9, 9, 10, 10, 10, 10, 10]"
1025,1025,20,20,161,0.029542593025972137,0.026862295500241072,6.6555394632552325,4.818521743491825,361.60422766031513,80.54312279283582,31.459627329192546,5.142857142857143,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 7, 9, 10]"
1025,1025,9,9,292,0.06740121015529842,0.004069667725126771,27.774365553130693,29.368568563239627,524.1982232443479,84.88322908011426,7.345890410958904,1.5582191780821917,"[9, 10, 8, 9, 10, 10, 5, 8, 10]"
1025,1025,3,3,22,0.04605226406287658,0.052565461563915054,1.6137985861305948,1.878048780487804,279.38840141555994,172.54639148222518,14.681818181818182,3.1818181818181817,"[10, 7, 7]"
1025,1025,20,20,46,0.013036426238845381,0.01384565512021259,25.582277247092012,27.91855264504165,505.130130249183,22.93946244089839,71.78260869565217,11.391304347826088,"[8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,13,13,108,0.04237536436607525,0.033255669891643955,5.731346660358829,3.984519312828672,372.88473184382315,122.12493151004459,42.99074074074074,6.537037037037037,"[6, 8, 7, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,2,2,2,0.010107484390974556,0.010107484390974556,9.601053927747536,9.601053927747536,282.32265925925924,29.85111628472217,10.5,1.0,"[8, 8]"
1025,1025,10,10,180,0.07386274295440666,0.001539325263571916,16.66623666002504,12.538397741024609,313.13491493850313,94.20301052707516,16.616666666666667,2.6,"[6, 8, 9, 4, 10, 5, 5, 5, 5, 5]"
1025,1025,12,12,67,0.028862024236614117,0.006585715456060551,11.033775630295574,5.128771209375667,297.5978661541005,76.08141538006026,33.26865671641791,5.149253731343284,"[6, 8, 10, 8, 10, 8, 8, 10, 6, 10, 10, 10]"
1025,1025,11,11,78,0.04253489553395254,0.0423507557044959,7.318596207727698,3.2228544845447673,386.4150896873143,110.8913390983701,52.48717948717949,7.717948717948718,"[8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,13,13,180,0.04218844317446195,0.015551615438687038,18.529248701411515,18.291511752857254,471.1067549306679,65.09382869331432,20.666666666666668,3.216666666666667,"[6, 6, 6, 9, 9, 8, 8, 10, 10, 10, 10, 10, 10]"
1025,1025,26,26,154,0.02276338860287836,0.012274820709633151,4.054744907245504,2.809708914684676,170.35420411269382,113.9941070568772,24.103896103896105,3.772727272727273,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 1, 7, 10, 5, 7]"
1025,1025,13,13,72,0.026719705763741105,0.011939688279118354,24.74261412842319,18.814415645474167,506.1566146254378,38.849261061025544,36.416666666666664,5.958333333333333,"[6, 8, 10, 9, 10, 10, 10, 9, 10, 10, 10, 8, 8]"
1025,1025,18,18,87,0.022396636213366974,0.03017484406967347,9.389177968544905,4.600309694895467,306.2910968465809,61.55603599380978,47.87356321839081,7.620689655172414,"[6, 8, 8, 8, 8, 8, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,21,21,178,0.02977994954285269,0.015242566621000384,7.020568017286743,5.386666666666668,320.9628850372269,78.14172561454464,27.837078651685392,4.365168539325842,"[10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8, 9, 9, 9, 9, 5, 5, 10, 10, 10]"
1025,1025,16,16,98,0.035744439080720586,0.021576763481651204,18.631419838026893,15.606741163553988,589.3187506249487,51.284799751302806,36.183673469387756,5.704081632653061,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 5, 9]"
1025,1025,14,14,51,0.03890557077455059,0.031093840751681166,17.383555668824556,15.26197671681495,614.6681068594105,49.005191021825404,88.3921568627451,14.0,"[6, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,18,18,59,0.021147201673685636,0.021253315148645473,17.380292446472662,16.846210147026994,544.8905277585252,37.50921682994866,62.79661016949152,9.898305084745763,"[8, 7, 8, 10, 10, 10, 10, 10, 10, 4, 4, 4, 10, 10, 10, 10, 8, 5]"
1025,1025,6,6,17,0.016864653062358556,0.004814810108690227,28.49182736169662,26.85166447927938,508.9050327152183,25.428428978732,27.823529411764707,4.411764705882353,"[6, 8, 10, 10, 9, 5]"
1025,1025,23,23,83,0.013437136753319227,0.007131445707070709,6.277815785276242,5.419607843137255,250.61235957894212,40.368324613124784,26.40963855421687,3.674698795180723,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 9, 9, 9, 9, 9, 10, 8, 10, 10, 10, 10, 10]"
1025,1025,1,1,23,0.9948577448760065,0.9948577448760065,1.0031308384867605,1.0031308384867605,1023.9603707099765,1020.7645218590204,7.391304347826087,1.6521739130434783,[7]
1025,1025,12,12,44,0.029550680017558742,0.024340135438766827,13.203416401049935,11.535695996169947,495.5351782441449,56.08509130366159,77.52272727272727,12.295454545454545,"[8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 5]"
1025,1025,21,21,225,0.023269129871692558,0.017534544948772456,3.9870893988071017,2.296775666980788,182.96268396763153,119.04441171632263,30.08,4.795555555555556,"[6, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 8, 8, 8, 8, 9, 9, 9]"
1025,1025,34,34,130,0.011898939843167275,0.008533318223482265,8.498629611016943,5.791005501426961,237.5929404679477,44.348076276222656,26.53846153846154,4.369230769230769,"[10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 9, 6, 5]"
1025,1025,16,16,122,0.02390496220319983,0.015231131927195326,11.453404720241805,8.618638809065477,399.0431603084405,54.027957817871155,20.918032786885245,3.4672131147540983,"[8, 10, 10, 10, 10, 10, 10, 4, 4, 4, 4, 4, 4, 9, 5, 8]"
1025,1025,16,16,129,0.029602092485382626,0.017879766257801126,18.284558741292322,18.82540102863695,541.3494457427535,43.621798858117714,19.05426356589147,3.1705426356589146,"[6, 10, 8, 8, 8, 10, 10, 10, 10, 10, 10, 5, 8, 9, 9, 9]"
1025,1025,18,18,95,0.019261765291359593,0.015218538773906026,7.6951383104874935,4.411633921065317,273.10665387618013,64.39650023476489,45.90526315789474,6.989473684210527,"[10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,2,2,205,0.24769346563644043,0.24769346563644043,1.36186257886156,1.36186257886156,391.29288073444025,344.58665985160434,8.93658536585366,1.3902439024390243,"[9, 5]"
1025,1025,12,12,100,0.04481416249166458,0.031603326958308565,13.818814212475276,3.679065831743592,375.65744464528865,115.03748087384258,49.57,7.59,"[6, 10, 8, 10, 10, 8, 10, 10, 10, 10, 8, 5]"
1025,1025,11,11,66,0.03490519741808324,0.017271743551324593,7.046598772186266,8.920004091043207,354.9527419645565,95.39539646932062,32.10606060606061,4.757575757575758,"[10, 10, 10, 4, 4, 4, 4, 4, 5, 7, 8]"
1025,1025,11,11,72,0.043538008328613285,0.009001230843007826,17.495954270663987,11.481898339130085,498.07173962696464,58.75451953414164,30.25,4.458333333333333,"[6, 8, 8, 8, 10, 10, 4, 4, 4, 9, 5]"
1025,1025,34,34,87,0.006410887760019052,0.006660260939687097,10.098321154372975,7.422080941665011,232.78682412939133,28.52013648674027,23.770114942528735,3.5632183908045976,"[8, 8, 8, 8, 8, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1025,1025,8,8,10,0.04941479315435275,0.0022467639404699785,6.620561768005479,4.811258130789826,369.03042824953013,66.11474306642401,14.8,2.4,"[8, 6, 6, 7, 7, 7, 5, 5]"
1025,1025,16,16,218,0.039179811047819035,0.028878833129088247,7.464408643093091,4.956516057062331,308.64768335658675,104.47602390191147,21.440366972477065,3.467889908256881,"[8, 8, 10, 10, 10, 10, 10, 8, 8, 9, 9, 10, 5, 5, 10, 7]"
1025,1025,17,17,48,0.029936568420151754,0.02313211394748088,14.652112793942647,12.634729701545114,545.1256641892543,44.39472189171124,84.39583333333333,14.4375,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8, 8, 5]"
1025,1025,10,10,57,0.057766605170080795,0.042927400479755184,12.882391134409351,11.700790184771435,594.5356400092592,80.51224902777781,84.94736842105263,13.31578947368421,"[10, 10, 8, 10, 10, 10, 10, 10, 6, 5]"
1025,1025,14,14,73,0.034633670639462336,0.029011298574289225,9.232446323535907,4.950090035787991,380.12125430672273,85.2532031092172,48.68493150684932,7.684931506849315,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,8,8,36,0.03709721729689486,0.03414236342085414,3.245357892940005,2.429347607036189,247.32112648413647,122.26343849860176,28.86111111111111,4.333333333333333,"[7, 1, 10, 10, 7, 7, 5, 8]"
1025,1025,13,13,172,0.03978634560625697,0.02550287764501594,5.221920817729205,4.607058823529412,359.9010363430872,113.11235526793303,25.988372093023255,4.058139534883721,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 9, 5]"
1025,1025,11,11,108,0.03457239715881663,0.019804341107953444,19.32955216718182,8.3133986010314,543.3796230025814,56.21985701602855,29.833333333333332,3.6018518518518516,"[6, 8, 10, 10, 10, 10, 10, 5, 8, 9, 9]"
1025,1025,9,9,150,0.059067115150305,0.005574955532728969,11.256270789884855,6.080128205128207,462.5366182893787,85.79089741370143,7.6866666666666665,1.68,"[6, 6, 9, 9, 9, 8, 8, 10, 7]"
1025,1025,6,6,370,0.09572545820484435,0.0038919783062423717,18.579301178532305,13.287909378621489,459.8126115640941,123.02744754888447,6.354054054054054,1.5648648648648649,"[9, 8, 8, 10, 9, 5]"
1025,1025,5,5,9,0.08307365920324769,0.04939609265775464,5.17527343201852,3.3005936319481926,402.310285090027,170.67551659256657,9.555555555555555,1.7777777777777777,"[7, 10, 10, 10, 7]"
1025,1025,7,7,14,0.12421994089749802,0.001964824900750846,5.600839068793854,7.968008297569556,232.12933165641394,139.4542453964125,6.428571428571429,1.3571428571428572,"[8, 8, 8, 8, 8, 10, 7]"
1025,1025,6,6,232,0.10386827307841735,0.010465859027517762,31.138888672931234,31.935737409599383,578.0225495510102,130.15528010232916,11.5,1.6767241379310345,"[6, 5, 9, 10, 10, 10]"
1025,1025,6,6,124,0.08614348934228322,0.03168924660006488,6.937599302331311,6.359732463110437,482.31287067392304,130.90036938051378,18.241935483870968,2.870967741935484,"[8, 5, 9, 10, 10, 10]"
1025,1025,16,16,91,0.033884878392467496,0.019786498473316136,14.702207757240243,12.741861814717629,483.22287239844275,65.3895557250849,43.285714285714285,6.802197802197802,"[8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 5, 5, 10, 7, 10, 9]"
1025,1025,11,11,47,0.048922629778857724,0.018777765128767363,11.234107266603747,7.206164397979229,473.2268852047258,66.32228398042929,93.76595744680851,14.063829787234043,"[6, 8, 8, 8, 8, 5, 10, 10, 10, 10, 10]"
1025,1025,7,7,117,0.07435267465401929,0.05093071407492327,3.3232604271065354,2.044552732335538,334.35379349699264,158.56763280154655,19.683760683760685,3.5042735042735043,"[7, 8, 10, 10, 10, 10, 5]"
1025,1025,2,2,2,0.006402029431359573,0.006402029431359573,5.780818981508501,5.780818981508501,193.40652397214737,39.94064439642317,27.5,4.0,"[10, 7]"
1025,1025,6,6,97,0.07687110598939009,0.08012982736746961,10.796833895702084,3.932059661286115,515.6676096491228,118.0575948287037,53.41237113402062,8.371134020618557,"[6, 10, 10, 10, 10, 5]"
1025,1025,11,11,102,0.03949752838233289,0.03052962888495168,24.840646347339792,14.9914064036284,666.5490282191186,60.12014841093114,27.029411764705884,4.245098039215686,"[10, 10, 10, 10, 10, 10, 10, 9, 9, 8, 9]"
1025,1025,16,16,178,0.03158688059150914,0.016154775787990468,6.968788790936215,5.919605843008293,316.12045844100214,96.15617005005143,28.258426966292134,4.910112359550562,"[10, 10, 10, 10, 10, 10, 10, 9, 4, 4, 4, 4, 4, 4, 4, 5]"
1025,1025,9,9,93,0.060653821962537796,0.03677083823598409,13.779127731596043,13.882544436960922,650.6792188057274,82.57377677876482,38.41935483870968,6.118279569892473,"[8, 10, 10, 10, 10, 10, 8, 5, 9]"
1025,1025,14,14,69,0.04021748984446142,0.01995185437661303,3.4160368293716146,2.1779612326334696,263.3982080672443,109.46579820394967,27.144927536231883,4.536231884057971,"[7, 10, 10, 10, 10, 10, 5, 10, 8, 10, 1, 7, 10, 8]"
1025,1025,1,1,8,0.3079056085839156,0.3079056085839156,1.598484308623051,1.598484308623051,719.0959685457516,449.86113699494956,8.375,1.75,[10]
1025,1025,14,14,123,0.044020973181254246,0.02952880906491797,7.68993092146342,5.108522211112315,399.67915405861635,104.40065371749586,35.91869918699187,5.691056910569106,"[8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 9]"
1025,1025,18,18,108,0.02699741604545368,0.012195273760185862,10.237894633023345,7.24665479250538,280.1409903162919,81.33438829550074,41.30555555555556,6.12962962962963,"[6, 8, 8, 8, 8, 8, 8, 8, 10, 10, 8, 10, 10, 10, 10, 10, 10, 9]"
1025,1025,20,20,47,0.020405003710163596,0.006935529131709526,22.90720889836451,17.75805391905419,516.4070773828124,30.58436235632181,84.27659574468085,12.851063829787234,"[10, 10, 8, 10, 8, 10, 8, 10, 8, 10, 8, 10, 10, 8, 10, 10, 10, 8, 8, 5]"
1025,1025,1,1,1,0.9997443375110846,0.9997443375110846,1.0013654984069182,1.0013654984069182,1025.5684543613374,1024.1699519235722,1.0,1.0,[7]
1025,1025,15,15,101,0.04144363423645385,0.03906590721154132,7.950599204584043,3.1448985350010124,305.8831732828283,107.9924662962963,47.75247524752475,7.584158415841584,"[8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 5, 5]"
1025,1025,4,4,71,0.06839703010523235,0.004097772297945779,27.158154860953033,4.470115895574404,455.9640079155478,88.50754441437803,12.633802816901408,2.267605633802817,"[8, 9, 5, 5]"
1025,1025,15,15,147,0.041628884554929975,0.01643722562636165,14.907403905679868,9.12941137254901,422.61645935351913,86.18686341175244,30.387755102040817,4.918367346938775,"[6, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 8, 5, 8]"
1025,1025,37,37,110,0.009465333630848323,0.008413909297578707,10.986603613584155,11.849914811228379,276.19582630829353,33.49238292135885,32.9,5.863636363636363,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 10, 5]"
1025,1025,2,2,28,0.03324081263091124,0.03324081263091124,7.3725628009013615,7.3725628009013615,434.547293467882,46.88033401979565,16.5,2.2142857142857144,"[10, 5]"
1025,1025,4,4,45,0.10845555900115707,0.00351591211124405,10.855078736473203,9.145461439153092,306.7154551498123,176.1753436592492,7.044444444444444,1.2222222222222223,"[8, 10, 7, 5]"
1025,1025,1,1,1,0.005760323097199923,0.005760323097199923,15.51002387896203,15.51002387896203,306.3751384259259,19.753363425925897,21.0,3.0,[10]
1025,1025,23,23,69,0.009464491061066676,0.0024433009361971973,5.474806860173555,3.310065588740711,155.61267625186187,44.449982152244964,19.347826086956523,2.8405797101449277,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5]"
1025,1025,11,11,218,0.0431092060218933,0.006171103021925736,8.316781992815974,6.972770154373924,445.327106199495,61.13258631619658,7.3119266055045875,1.2706422018348624,"[8, 10, 9, 8, 8, 8, 9, 9, 9, 5, 5]"
1025,1025,3,3,7,0.031182556618777075,0.03312962314804432,11.178668417997097,11.97041404790216,592.9817851851852,54.75434385521884,61.42857142857143,8.714285714285714,"[10, 10, 10]"
1025,1025,15,15,65,0.029639416724279093,0.029285017444550723,11.089092553056627,9.548624499191162,440.1201942316962,78.02453053544265,55.96923076923077,8.046153846153846,"[6, 7, 10, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8]"
1025,1025,21,21,51,0.02109087897975312,0.021094849023819646,29.91569577070037,30.06977332183612,722.2297501739777,27.36879120578874,91.66666666666667,14.117647058823529,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 8, 8, 8, 4, 4, 4]"
1025,1025,11,11,126,0.04131744518771179,0.0022142050574480918,25.283810590774465,24.689694539112494,368.7157748630778,62.26613595146643,11.079365079365079,1.8492063492063493,"[6, 8, 4, 9, 10, 10, 10, 6, 5, 4, 9]"
